,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,discount
781,72542474,Biên Niên Cô Đơn,Nguyễn Ngọc Thạch,4.18,2.66,20735,Truyện ngắn - Tản văn - Tạp Văn,2760,4.7,220,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/28/30/dc/238408b20e9d80a4896d86d9a2a9d2dd.jpg,0.36
782,150838230,Everybody Writes - Ai Rồi Cũng Viết (Cuốn Cẩm Nang Giúp Bạn Viết Content “Chất Như Nước Cất”),Ann Handley,7.55,5.36,347,Sách kỹ năng làm việc,38,5.0,400,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/3d/30/49/c7911707228c77c84407ef7e78984fb3.jpg,0.29
783,66698344,Bài Học Diệu Kỳ Từ Chiếc Xe Rác (Khổ Nhỏ) (Tái Bản 2020),David J. Pollay,3.71,2.45,1793,Sách nghệ thuật sống đẹp,281,4.8,312,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/c7/ac/ef/59d56ce5654b5f5b6392581cc5486641.jpg,0.34
784,192048663,Sáng trăng,Guy De Maupassant,3.16,2.03,181,Lĩnh vực khác,24,4.8,188,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/66/4c/bf/8ad7778532eef08f502ae9e88a1ceeee.jpg,0.36
785,20750197,Chúa Tể Những Chiếc Nhẫn - Hai Tòa Tháp (Tái Bản 2019),J.R.R. Tolkien,5.82,3.49,954,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,178,4.8,463,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/e9/e4/21/58f8840563dab180a3d9bdc7b9dc3332.jpg,0.4
786,44976191,Economix - Các Nền Kinh Tế Vận Hành (Và Không Vận Hành) Thế Nào Và Tại Sao?,Michael Goodwin,6.41,4.81,6645,Sách kinh tế học,730,4.8,310,Unknown,https://salt.tikicdn.com/ts/product/d7/3c/17/c807a27bc03b4f8176c4f7fd89b94ff9.jpg,0.25
787,128649312,21 Nguyên Tắc Tự Do Tài Chính (Tái Bản),Brian Tracy,2.32,1.62,1157,"Sách tài chính, tiền tệ",116,5.0,106,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/16/4b/7a/79be0c1ab963a8bc29961ada3d3a633d.jpg,0.3
788,174605338,Bách Khoa Thư Về Nghệ Thuật,DK,21.05,13.26,296,Others,42,4.5,208,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/b0/ac/5d/73748dab6db5be69a2b052d27ece07c8.jpg,0.37
789,197781975,Dr.Slump Ultimate Edition Tập 12,Akira Toriyama,2.53,2.53,410,Others,43,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/a6/fb/aa/d3b815af684d7c904ec94a1466aa44ae.jpg,0.0
790,467896,Trà Hoa Nữ (Tái Bản 2015),Alexandre Dumas,2.11,1.52,1655,Tác phẩm kinh điển,206,4.8,456,Unknown,https://salt.tikicdn.com/media/catalog/product/i/m/img673_11.jpg,0.28
791,200851517,Hạnh phúc không mọc trên cây,Trần Hữu Đức,6.75,5.0,94,Sách nghệ thuật sống đẹp,5,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/9f/76/00/913d5f2d86748e2b0abb0b7d5137bd0f.jpg,0.26
792,50723822,Con Đường Đi Đến Thành Công Bằng Sự Tử Tế (Tái Bản 2020),Inamori Kazuo,2.95,2.14,3866,Others,253,4.8,204,NXB Trẻ,https://salt.tikicdn.com/ts/product/3d/9a/cf/c877639553c09297cafeb8d4a67ff1bd.jpg,0.27
793,135350713,Nguyên Lý Marketing (Phiên bản mới nhất 2021),Philip Kolter,42.15,33.72,2802,Sách Marketing - Bán hàng ,0,0.0,1082,NXB Đại học Kinh Tế Quốc Dân,https://salt.tikicdn.com/ts/product/3f/cf/fa/a3f9a19f3d47d3fc12cb50644ede04df.jpg,0.2
794,182548592,Thiên Sứ Nhà Bên – Tập 3,Saekisan,4.01,3.6,849,Light novel,299,5.0,324,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/01/93/08/61e928ce145c06a11a483ed49d826da2.jpg,0.1
795,206576745,Tanaka Lúc Nào Cũng Vật Vờ Tập 6 [Tặng Kèm Photo Strip],Nozomi Uda,1.6,1.6,33,Others,3,5.0,156,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/71/38/7a/cb33e203ba87a146b2738c73acf4bad3.jpg,0.0
796,67060014,Phát Triển Trí Tuệ Cảm Xúc - Con Được Là Chính Mình!,Jayneen Sanders,2.11,1.27,1043,Kiến thức - Bách khoa,120,5.0,40,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/48/48/b8/bb9cca453793e3bcdb08981b4f1b0051.jpg,0.4
797,109505039,Combo Mindmap English Grammar và Mindmap English Vocabulary - Học Kèm App Online,The Windy,16.37,11.94,281,Sách Học Tiếng Anh,61,5.0,292,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/0a/47/ff/f0a129bd8d8c9af9f8c894d48e9e04c6.jpg,0.27
798,204473050,Kinh Tế Học Vĩ Mô (2022),Unknown,12.15,12.15,36,Others,1,5.0,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/f1/31/4d/7f4eec5037978756b691ad1997e6f8fa.jpg,0.0
799,73515859,OSHO - Can Đảm Là Chính Mình Trong Thế Giới Hiểm Nguy,Osho,3.71,2.45,1429,Others,221,5.0,192,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/2c/10/64/f116603f354b8a543e4d0f7a94d3cbbe.jpg,0.34
800,73165396,"Làm Đúng Việc, Xong Đúng Hạn",Damon Zahariades,4.18,2.51,507,Sách kỹ năng làm việc,61,5.0,192,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/47/f7/56/5903fe4b97f1371842a9f82ccca5f7bc.jpg,0.4
801,58616751,Nha Sĩ Yêu Quái (Tái Bản 2020),David Walliams,4.6,2.76,700,Tiểu Thuyết,119,4.8,416,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/55/9c/8e/fa9cd9dee6bf3871235fac195a4b891c.jpg,0.4
802,77900446,Thần Số Học: Thấu Hiểu Nhân Tâm,Tống Khánh Thượng,4.6,3.22,2546,Sách Chiêm Tinh - Horoscope,487,4.8,238,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/68/3f/47/0fc7c4b913ff75bb7b033ed039651a0c.jpg,0.3
803,81499980,Danh Gia Cổ Vật - Minh Nhãn Mai Hoa,Mã Bá Dung,9.7,5.34,1125,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,310,5.0,724,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/b4/34/cc/b21f8ec918507ed3f711547c56387b80.jpg,0.45
804,207494291,Pokémon - Cuộc Phiêu Lưu Của Pippi B.W (Black.White) - Tập 1,Kosaku Anakubo,0.93,0.93,10,Others,0,0.0,192,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/4f/05/ac/1ab923793c74625169c5362d72725694.jpg,0.0
805,207494297,Pokémon - Cuộc Phiêu Lưu Của Pippi B.W (Black.White) - Tập 2,Kosaku Anakubo,0.93,0.93,10,Others,0,0.0,184,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/7e/f3/76/fe361c27de50ea2be6da5cc9dda6a124.jpg,0.0
806,160759005,Cơ Thể Tự Chữa Lành - Thanh Lọc Để Phục Hồi,Anthony William,12.45,7.55,1589,Others,234,5.0,760,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/22/67/43/c2b5da12ba401865663ab1577995f98a.jpg,0.39
807,117035933,Sách: Hài Hước Một Chút Thế Giới Sẽ Khác Đi (Tái Bản),Lưu Chấn Hồng,3.38,2.62,787,Others,107,4.8,228,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/2b/87/88/1e12c5924b455a5c60cd5156ec9f12ac.jpg,0.22
808,110883355,Việt Sử Yếu,Hoàng Cao Khải,13.5,7.43,394,Others,89,4.8,766,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/76/8d/23/5838245694b28ee07bede54d881fe337.jpg,0.45
809,206576729,Phòng Thiết Kế Khai Thiên Lập Địa – Tập 1 [Tặng Bookmark + Sticker],Hebi-zou,1.52,1.52,31,Others,4,4.8,144,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/12/80/34/7469bfe242d9a2e11e2a662ecf7b26ae.jpg,0.0
810,107970950,Sách Lật Tương Tác Song Ngữ 0.3 Tuổi - Ú Òa,Giuliano Ferri,3.63,2.87,687,Kiến thức - Bách khoa,107,4.6,16,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/c4/57/0e/04964a3618fa314cc8b051ac384fc1fe.jpg,0.21
811,2429811,Tư Duy Phản Biện,Zoe McKey,3.59,1.97,8207,Sách kỹ năng làm việc,1064,4.7,172,Unknown,https://salt.tikicdn.com/ts/product/6f/3f/58/80b2a6075864f509d332757b6bcfaac4.jpg,0.45
812,193895767,THE DAILY STOIC – 366 CHIÊM NGHIỆM VỀ TRÍ TUỆ VÀ LÒNG CAN TRƯỜNG CÙNG NGHỆ THUẬT SỐNG,Ryan Holiday,10.08,6.58,247,Sách nghệ thuật sống đẹp,27,5.0,444,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/92/76/ca/511b35694faeba098b24fae54b2810b5.jpg,0.35
813,13828946,Thơ Xuân Diệu,Xuân Diệu,1.6,1.27,2146,Others,364,5.0,180,Unknown,https://salt.tikicdn.com/ts/product/dc/11/4c/c3e1b9cba245d34d27e371df32f49a3e.jpg,0.21
814,14100920,Bánh Mì Kẹp Chuột (Tái Bản 2019),David Walliams,3.33,2.0,1451,Truyện kể cho bé,149,5.0,248,Unknown,https://salt.tikicdn.com/ts/product/14/d2/bd/c5605fdef445b220cb8fd6c7fdcbd1cf.jpg,0.4
815,162100202,Đại Việt Sử Ký Toàn Thư Trọn Bộ (Tái Bản),Đào Duy Anh,10.34,7.0,451,Others,102,5.0,1284,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/11/c7/19/ac3ba358ce4fcf31010baf1a7e1a8870.jpg,0.32
816,164336678,Việt Nam Danh Tác - Chân Trời Cũ,Hồ Dzếnh,2.95,2.19,229,Truyện ngắn - Tản văn - Tạp Văn,45,5.0,192,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/56/5d/3a/6777845d0bf71913ea1a30b72dcabc4b.jpg,0.26
817,427529,Những Nụ Hôn Điện Ảnh,Eric Fottorino,2.45,2.19,5,Tiểu Thuyết,1,4.0,207,Unknown,https://salt.tikicdn.com/media/catalog/product/n/h/nhung-nu-hon-dien-anh.jpg,0.1
818,201037627,Grimgar - Ảo Ảnh Và Tro Tàn Level.14 - [Parano_Mania],Ao Jyumonji,4.22,3.05,170,Others,19,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/96/c0/63/eda9798b34e6fc4536acd74cff6dcfad.jpg,0.28
819,179546672,Làm Sao Học Hết Được Nhân Sinh,Pomnyun,7.13,4.28,815,Others,94,5.0,292,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/b0/24/e9/ce612a5526b7490400492b23ae3a14ad.jpg,0.4
820,10675287,EAT CLEAN Thực Đơn 14 Ngày Thanh Lọc Cơ Thể Và Giảm Cân,Unknown,6.29,4.51,7099,Others,462,4.7,160,Unknown,https://salt.tikicdn.com/ts/product/c1/62/b1/f790ca4ca4e8ea52ba802c41ab7d6917.jpg,0.28
821,160081248,Gấu Pooh Xinh Xắn,A.A.Milne,3.8,2.87,480,Truyện kể cho bé,78,4.8,184,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/10/81/03/df0f446352a84745559c241589b282e4.jpg,0.24
822,76305752,Combo Bộ 2 Cuốn: Giết Chỉ Huy Đội Kỵ Sĩ (Tập 1: Ý Tưởng Xuất Hiện + Tập 2: Ẩn Dụ Dịch Chuyển),Haruki Murakami,17.3,12.78,1196,Tiểu Thuyết,276,5.0,1100,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/22/bb/6a/06740710d0809bae6267693185d0f457.jpg,0.26
823,205000918,Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Nhiên Là Sai Lầm - Comic - Tập 1 - Tặng Postcard,Wataru WATARI,2.49,2.16,78,Others,9,4.6,164,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/7c/28/46/53a70639714856e58d38471a52abe914.jpg,0.13
824,143172597,2000 English Collocation and Idioms,Trang Anh,8.44,4.39,1872,Sách Học Tiếng Anh,490,4.8,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/e4/a7/2f/0b62e23ebea5d5d1a5e3409481e6bd69.png,0.48
825,116396349,Sự Cứu Chuộc Một Sát Thủ Kinh Tế,John Perkins,6.54,3.6,305,Bài học kinh doanh,51,5.0,352,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/fc/7a/e1/e87ade78cfc1cca4a424e3a6dffcebf6.jpg,0.45
826,207217788,CHỈ MÌNH TÔI THĂNG CẤP (SOLO LEVELING TẬP 3),Chugong,9.28,7.89,34,Light novel,10,4.2,464,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/77/d5/b2/4fa38e486266c5b2713fde9b88864ff1.jpg,0.15
827,100382935,Sách - Hành Trình Về Phương Đông (Bìa Mềm - Tái bản 2021) - First News,Baird T. Spalding,4.5,4.5,1178,Others,195,4.8,151,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/2b/a9/0f/b99d7a7a5873ea8909c1a0786694bfd0.jpg,0.0
828,95311757,Lưu Thông Máu Tốt Hóa Giải Bách Bệnh,Akiyoshi Horie,4.18,2.92,970,Others,110,4.8,252,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/18/40/fe/26710076611357c1b02acbd8ba6fe7d4.jpg,0.3
829,172067117,Chữa Lành Năm Giác Quan,Park Ji Sook,4.09,3.46,2802,Others,0,0.0,184,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/28/07/bd/88f5cc498d311d43302c636d8d048de8.png,0.15
830,163703151,Chuyện Kể Rằng Có Nàng Và Tôi,Unknown,3.04,2.11,2344,Others,579,4.8,152,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/94/e8/7f/a84830267c5f30b5c264507b1eaf724b.jpg,0.31
831,148023001,DragonBall - 7 viên ngọc rồng ( 1-42 ),Unknown,0.82,0.82,895,Others,64,4.7,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/af/08/28/74c7a4dda999805c5b9f4e70bc0261f7.jpeg,0.0
832,77230663,Combo 2 Cuốn: Tâm Lý Học Tội Phạm,Stanton E. Samenow,12.15,7.29,7445,Lĩnh vực khác,1893,4.8,664,Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân,https://salt.tikicdn.com/ts/product/b5/07/74/31377e044579aa03901b4df1c9ae90fe.jpg,0.4
833,123741240,Bộ Ehon song ngữ Anh Việt 10 cuốn - Cho bé 0-6 tuổi - Bộ sách nuôi dưỡng tâm hồn bé,Unknown,7.59,4.47,343,Truyện tranh Ehon,31,5.0,240,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/08/26/71/1353597d75ad6b8a9bb276e1554904bd.jpg,0.41
834,204649516,Sách - 1111 - NHẬT KÝ SÁU VẠN DẶM TRÊN YÊN XE CÀ TÀNG - Trần Đặng Đăng Khoa - NXB Trẻ - bìa mềm,Unknown,13.71,12.34,2,Others,0,0.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/71/63/fe/e31a21bf2ab9b623c5fd005b6a5c88cb.jpg,0.1
835,13833466,Minh Triết Trong Ăn Uống Của Phương Đông (Tái Bản),Ngô Đức Vượng,5.82,3.84,4779,Others,405,4.7,128,Unknown,https://salt.tikicdn.com/media/catalog/producttmp/ed/df/a7/c12991c848598c8d3dce8850ba5a2906.jpg,0.34
836,186290802,Bàn Có Năm Chỗ Ngồi (Tái Bản 2022),Nguyễn Nhật Ánh,1.6,1.05,228,Truyện ngắn - Tản văn - Tạp Văn,27,4.6,188,NXB Trẻ,https://salt.tikicdn.com/ts/product/55/62/d1/5e6e153fba0faa0d7297356a4855cc55.jpg,0.35
837,205059388,BỘ SÁCH THỰC HÀNH VÀ PHÁT TRIỂN TRÍ THÔNG MINH CẢM XÚC TUỔI TEEN | Dành cho các con từ 10 tuổi đến 18 tuổi ,Phan Hồ Điệp,24.89,24.89,49,Others,5,5.0,456,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/9f/95/c4/e8831db34f121239cfd1b9a5abd526d2.jpg,0.0
838,200780127,Điểm đến cuộc đời - Ấn bản giới hạn nhân dịp ra mắt phim điện ảnh,Đặng Hoàng Giang,4.98,2.99,39,Others,2,5.0,232,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/02/c4/18/315676d059242569de8747c4205e206a.jpg,0.4
839,138934624,Tô Màu Phát Triển Trí Não Bộ Cho Bé 1-3 Tuổi - Tập 1,Unknown,0.68,0.41,193,Tô màu - Luyện chữ  ,21,5.0,10,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/e7/de/ae/5cc2f7735d14269276d1331061f0bf0c.jpg,0.4
840,196932299,"Tiền - Hiểu rõ hơn, kiếm tốt hơn và cho đi nhiều hơn",Rob Moore,9.2,5.52,68,"Sách tài chính, tiền tệ",1,5.0,456,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/33/5c/e3/6f37e0f7da53b11d36bb45b6379b31ca.jpg,0.4
841,136980493,"Kinh tế học về Tiền, Ngân hàng và Thị trường Tài chính - Ấn bản thứ 12",Frederic S. Mishkin,37.47,37.47,30,"Sách tài chính, tiền tệ",11,5.0,668,Nhà Xuất Bản Tài Chính,https://salt.tikicdn.com/ts/product/32/b2/0a/645d69219718f5a68e1024bb7b06f567.jpg,0.0
842,84970841,Men Chase Women Choose - Chuyện Tình Yêu Bạn Biết Được Bao Nhiêu?,Dawn Maslar,4.6,3.3,3709,Others,656,5.0,288,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/21/e6/ca/98ef53b706e906c40db95a0ef644ce19.jpg,0.28
843,69644752,Toàn Thư Chiêm Tinh Học Nhập Môn,Joanna Martine Woolfolk,14.77,9.89,4057,Sách Chiêm Tinh - Horoscope,1037,5.0,508,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/cb/22/67/8fe8931b78c751781e78c09852b00144.jpg,0.33
844,199901869,Tâm Lý Học Tình Yêu – Tình Yêu Của Bạn Giống Như Bạn,Jun Mee-kyung,5.44,4.3,259,Lĩnh vực khác,11,5.0,456,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/8e/b6/cf/9fdbd91a2cb7155662a6173099522492.png,0.21
845,50441575,365 Ngày Thong Dong,Robin Sharma,6.33,4.62,2699,Others,351,4.8,380,NXB Trẻ,https://salt.tikicdn.com/ts/product/a2/41/f5/c2840b920a0b0c7c953dafbe04712dc2.jpg,0.27
846,186229224,Bộ Sách Khởi Nghiệp Kinh Doanh Online - Marketing và Bán Hàng Hiệu Quả Với Thương Mại Điện Tử Tại Việt Nam,Unknown,15.95,12.45,264,Others,34,5.0,456,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/e7/20/da/337839b1c11bd3d68d789fee1aa783bc.png,0.22
847,145288031,Tarot Toàn Thư - Đọc Vận Mệnh Qua Những Lá Bài,Unknown,16.03,10.74,976,Sách Chiêm Tinh - Horoscope,255,5.0,304,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/05/6a/ce/876735609c5c9708674e302b7f1d47c6.jpg,0.33
848,193433940,Tập luyện cổ họng – 5 phút 1 ngày giúp kéo dài 10 năm tuổi thọ,Otani Yoshio,3.33,2.33,119,Others,10,4.8,184,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/98/51/14/174fce8cfb756e75f0844313ccc2f6fa.jpg,0.3
849,72027527,Một Chiến Dịch Ở Bắc Kỳ,Charles-Édouard Hocquard,16.03,15.23,20,Others,8,4.8,532,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/f4/08/ec/8dd38862d961dc6db1d806df513f4c68.jpg,0.05
850,91985053,Sách-Tâm lý học thành công tái bản 2020,Carol S. Dweck,8.4,7.13,2802,Others,0,0.0,480,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/35/00/8a/6c1e32dc6b860007e6027f2a632c14d5.jpg,0.15
851,198204746,Trầm Cảm Ẩn - Cách Thoát Khỏi Chủ Nghĩa Hoàn Hảo Đang Che Đậy Căn Bệnh Trầm Cảm Của Bạn,Margaret Robinson Rutherford,4.64,3.71,1,Others,0,0.0,320,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/62/99/25/dd4a7076550f534d2d5bcadb2d47904f.jpg,0.2
852,190592917,"Combo 2 Quyển: Thiên Tài Bên Trái, Kẻ Điên Bên Phải + Tâm Lý Học Tội Phạm: Phác Họa Chân Dung Kẻ Phạm Tội",Nhiều tác giả,13.67,9.24,165,Others,41,5.0,456,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/e5/96/11/1ae8ba3f650e66c4b1cc655e8e3c5034.jpg,0.32
853,200780132,BỘ BÀI DEER’S TAROT  - (Bộ bài & sách hướng dẫn),Deer Tarot,17.72,14.14,153,Sách Chiêm Tinh - Horoscope,33,4.8,192,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/ab/cd/29/16dbf63c2eccdef2a48df9a891ed2308.jpg,0.2
854,45438055,BỘ SÁCH HỌC TIẾNG ANH lITTLE STORIES,Stacey Riches,27.43,18.38,2693,Sách Học Tiếng Anh,611,4.8,1900,Unknown,https://salt.tikicdn.com/media/catalog/producttmp/8b/da/30/53700cea53c4ccbe564c359727eadaef.jpg,0.33
855,10397241,Chữa Lành Nỗi Đau,Louise L.Hay,4.14,2.73,3437,Others,285,4.8,276,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/fd/f9/02/8ed62747a2a52c6e707bcf468a41887d.jpg,0.34
856,176906726,Chân Dung Thật - Thấu Hiểu Khách Hàng Chỉ Bằng Những Cuộc Trò Chuyện,Adele Revella,10.34,7.24,262,Sách Marketing - Bán hàng ,25,5.0,328,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/62/96/f2/d42e9d7e491f2d9f1acf07728afbd14c.jpg,0.3
857,10920495,Dế Mèn Phiêu Lưu Ký,Tô Hoài,6.33,4.94,5906,Văn học thiếu nhi,713,5.0,144,Unknown,https://salt.tikicdn.com/ts/product/47/54/8e/30bac752bcca2beb34a3522990805aa1.jpg,0.22
858,860752,Picture Book - Pong Pang: Sở Thú Của Bống Bang,Songkha,1.48,0.74,251,Kiến thức - Bách khoa,5,5.0,24,Unknown,https://salt.tikicdn.com/media/catalog/product/s/o/so-thu-cua-bong-bang-01.u5426.d20170829.t104445.730494.jpg,0.5
859,104315085,Tư Duy Logic (Tái Bản),Minori Kanbe,4.64,3.04,964,Others,165,4.8,216,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/41/0a/e2/92d8be8c47a54f951fa50769e8ea0ac2.jpg,0.35
860,109886099,Truyện Tranh Hi Pencil,Unknown,1.9,1.9,22,Others,0,0.0,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/06/58/e0/bf4278e7c1dd7bae8b568a9a34bcc3a6.jpg,0.0
861,185027514,Hình Cảnh Mất Trí,Chan Ho Kei,4.22,3.29,527,Truyện trinh thám,93,5.0,256,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/5f/2e/2a/3aa914d4b230d3b1bdaa493442b22b51.jpg,0.22
862,205696535,Chiến Tranh Tiền Tệ - Phần 5 - Tương lai của tiền tệ thế giới – Bình yêu trước giông bão - Song Hong Bing,Unknown,5.68,5.68,2802,"Sách tài chính, tiền tệ",0,0.0,456,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/48/26/5b/db43b8a5259a939ffa4ee598c6a636bc.jpg,0.0
863,77105737,"Ăn Chay, Sống Lành (40 Mâm Cơm Thuần Chay Dễ Nấu Giàu Dinh Dưỡng)",Dương Yến Nhi,7.13,4.98,1599,Others,279,5.0,168,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/d8/ac/aa/55790b35fa1443b68618617b32c1adeb.jpg,0.3
864,63587072,Tĩnh Lặng (Tái Bản Lần Thứ 11/2020),Thích Nhất Hạnh,2.91,2.04,1191,Sách giáo dục,163,5.0,188,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/f7/ce/36/9553863c86683205724ceb94b8997758.jpg,0.3
865,197588259,Tô Màu Phát Triển Não Bộ Cho Bé 1-5 Tuổi Tập 10,Phạm Ngọc Điệp,0.68,0.41,64,Tô màu - Luyện chữ  ,4,5.0,20,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/4f/02/17/694783a9156081146eaa6c5e17072556.jpg,0.4
866,197601746,Dưới Hiên Nhà Bà Già Đọc Boyslove - 4,Tsurutani Kaori,2.45,2.08,356,Others,48,5.0,146,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/74/92/91/73694f3565baf60aa85f90314087bec4.jpg,0.15
867,157432540,Thư Tình Gửi Một Người (Trịnh Công Sơn) (Tái Bản),Trịnh Công Sơn,8.23,5.51,652,Truyện ngắn - Tản văn - Tạp Văn,122,5.0,362,NXB Trẻ,https://salt.tikicdn.com/ts/product/ca/b0/c5/28b1da173d850420235541957bb05d39.jpg,0.33
868,97561438,Thế Giới Quả Là Rộng Lớn Và Có Rất Nhiều Việc Phải Làm (Tái Bản),Kim Woo Choong,5.86,3.52,810,Others,142,4.8,292,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/b3/75/8e/9004a56d3d09053943db8ff13b760f00.jpg,0.4
869,58543601,Thế Giới Của Sophie (Tái Bản 2020),Jostein Gaarder,6.29,4.81,544,Tiểu Thuyết,101,4.8,516,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/1e/39/63/bb002144a00fd1bae2c2820a2dd54595.jpg,0.23
870,46259908,Fibonacci Trading,Carolyn Boroden,12.62,12.62,4325,"Sách tài chính, tiền tệ",666,4.7,324,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/70/35/8a/8c58d4f3679cedb2f0e26ba3d70e26c5.jpg,0.0
871,44976197,Mai Nương Lệ Cốt,Thầy dòng Prévost,3.33,3.17,7,Tiểu Thuyết,0,0.0,272,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/e7/33/d5/c2c066a28aecf28ab453845ba217ff4f.jpg,0.05
872,186578227,Những kẻ cuồng nhạc Musicophilia – Tales of music and the brain,Oliver Sacks,9.7,7.17,215,Truyện dài,22,5.0,384,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/5a/f2/8f/5c24db0ab13fd6b8c01e3c62aa92a64d.jpg,0.26
